cell_id,lat,lon,distance_km,G_WSM,G_CMT,G_v04b_total,slab2_covered,slab2_node_count,slab2_regions,slab2_depth_km,slab2_dip_deg,slab2_strike_deg,slab2_uncertainty_km,slab2_strike_coherence,Q_slab,A_slab,G_slab,G_v04c_total,T13_exact_none_%,T18_exact_none_%,T13_ever_none_%,T18_ever_none_%,T13_first_none_%,T18_first_none_%,T13_exact_v03_%,T18_exact_v03_%,T13_ever_v03_%,T18_ever_v03_%,T13_first_v03_%,T18_first_v03_%,T13_exact_v04a_%,T18_exact_v04a_%,T13_ever_v04a_%,T18_ever_v04a_%,T13_first_v04a_%,T18_first_v04a_%,T13_exact_v04b_%,T18_exact_v04b_%,T13_ever_v04b_%,T18_ever_v04b_%,T13_first_v04b_%,T18_first_v04b_%,T13_exact_v04c_%,T18_exact_v04c_%,T13_ever_v04c_%,T18_ever_v04c_%,T13_first_v04c_%,T18_first_v04c_%,DeltaEver_v04c_vs_v04b_T18_pp,DeltaExact_v04c_vs_v04b_T18_pp,Rank_first_v04c_T18,Rank_ever_v04c_T18
770,37.5,-127.5,8781.1772836354,1.2795561244980496,1.0,1.2795561244980496,False,0,,,,,,0.0,0.0,0.5,1.0,1.2795561244980496,0.0,0.01,0.0,0.06,0.0,0.06,0.0,0.01,0.0,0.06,0.0,0.06,0.0,0.01,0.0,0.06,0.0,0.06,0.0,0.01,0.0,0.06,0.0,0.06,0.0,0.01,0.0,0.06,0.0,0.06,0.0,0.0,240,472
771,37.5,-122.5,9146.078801248246,1.277799971752736,1.0,1.277799971752736,True,985,cas,162.86851740792548,41.54535218946427,10.970500664474637,18.306972288934492,0.9656930316001339,0.08137216285151057,0.7002792274161111,1.0162971539090786,1.2986244745574065,0.0,0.02,0.01,0.08,0.01,0.07,0.0,0.02,0.01,0.08,0.01,0.07,0.0,0.02,0.01,0.08,0.01,0.07,0.0,0.02,0.01,0.08,0.01,0.07,0.0,0.02,0.01,0.08,0.01,0.07,0.0,0.0,135,221
772,37.5,-117.5,9498.759009381132,1.261224314380124,1.0,1.261224314380124,True,370,cas,376.30273239751807,59.497025495856526,12.848951571903408,19.42028335889566,0.9438814185267739,0.07465503567885505,0.8232793473140126,1.0241344312079645,1.2916632458333435,0.0,0.02,0.0,0.03,0.0,0.01,0.0,0.02,0.0,0.03,0.0,0.01,0.0,0.02,0.0,0.03,0.0,0.01,0.0,0.02,0.0,0.03,0.0,0.01,0.0,0.02,0.0,0.03,0.0,0.01,0.0,0.0,913,868
773,37.5,-112.5,9837.842785524806,1.2069885581780933,1.0,1.2069885581780933,False,0,,,,,,0.0,0.0,0.5,1.0,1.2069885581780933,0.0,0.04,0.0,0.06,0.0,0.03,0.0,0.04,0.0,0.06,0.0,0.03,0.0,0.04,0.0,0.06,0.0,0.03,0.0,0.04,0.0,0.06,0.0,0.03,0.0,0.04,0.0,0.06,0.0,0.03,0.0,0.0,665,472
774,37.5,-107.5,10161.829563443132,1.0027121161038617,1.0,1.0027121161038617,False,0,,,,,,0.0,0.0,0.5,1.0,1.0027121161038617,0.0,0.01,0.01,0.03,0.01,0.03,0.0,0.01,0.01,0.03,0.01,0.03,0.0,0.01,0.01,0.03,0.01,0.03,0.0,0.01,0.01,0.03,0.01,0.03,0.0,0.01,0.01,0.03,0.01,0.03,0.0,0.0,665,868
775,37.5,-102.5,10469.092682905111,1.1957391999715203,1.0,1.1957391999715203,False,0,,,,,,0.0,0.0,0.5,1.0,1.1957391999715203,0.0,0.01,0.01,0.04,0.01,0.03,0.0,0.02,0.01,0.05,0.01,0.03,0.0,0.02,0.01,0.05,0.01,0.03,0.0,0.02,0.01,0.05,0.01,0.03,0.0,0.02,0.01,0.05,0.01,0.03,0.0,0.0,665,618
776,37.5,-97.5,10757.884525379082,1.2729849486549545,1.0,1.2729849486549545,False,0,,,,,,0.0,0.0,0.5,1.0,1.2729849486549545,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,954,950
777,37.5,-92.5,11026.349430995733,1.3101066385398665,1.0,1.3101066385398665,False,0,,,,,,0.0,0.0,0.5,1.0,1.3101066385398665,0.0,0.02,0.0,0.08,0.0,0.07,0.0,0.03,0.0,0.09,0.0,0.07,0.0,0.03,0.0,0.09,0.0,0.07,0.0,0.03,0.0,0.09,0.0,0.07,0.0,0.03,0.0,0.09,0.0,0.07,0.0,0.0,135,146
778,37.5,-87.5,11272.546510045779,1.31914609314276,1.0,1.31914609314276,False,0,,,,,,0.0,0.0,0.5,1.0,1.31914609314276,0.0,0.03,0.0,0.06,0.0,0.04,0.0,0.03,0.0,0.06,0.0,0.04,0.0,0.03,0.0,0.06,0.0,0.04,0.0,0.03,0.0,0.06,0.0,0.04,0.0,0.03,0.0,0.06,0.0,0.04,0.0,0.0,526,472
779,37.5,-82.5,11494.484282546198,1.2985495892024155,1.0,1.2985495892024155,False,0,,,,,,0.0,0.0,0.5,1.0,1.2985495892024155,0.0,0.04,0.0,0.06,0.0,0.03,0.0,0.06,0.0,0.08,0.0,0.05,0.0,0.06,0.0,0.08,0.0,0.05,0.0,0.06,0.0,0.08,0.0,0.05,0.0,0.06,0.0,0.08,0.0,0.05,0.0,0.0,366,221
780,37.5,-77.5,11690.168445442878,1.278919639836583,1.0,1.278919639836583,False,0,,,,,,0.0,0.0,0.5,1.0,1.278919639836583,0.0,0.03,0.0,0.04,0.0,0.03,0.0,0.03,0.0,0.04,0.0,0.03,0.0,0.02,0.0,0.04,0.0,0.03,0.0,0.02,0.0,0.04,0.0,0.03,0.0,0.02,0.0,0.04,0.0,0.03,0.0,0.0,665,762
781,37.5,-72.5,11857.66284610667,1.2689138595691367,1.0,1.2689138595691367,False,0,,,,,,0.0,0.0,0.5,1.0,1.2689138595691367,0.0,0.03,0.0,0.07,0.0,0.05,0.0,0.03,0.0,0.07,0.0,0.05,0.0,0.03,0.0,0.07,0.0,0.05,0.0,0.03,0.0,0.07,0.0,0.05,0.0,0.03,0.0,0.07,0.0,0.05,0.0,0.0,366,339
782,37.5,-67.5,11995.161897308844,1.261426717573932,1.0,1.261426717573932,False,0,,,,,,0.0,0.0,0.5,1.0,1.261426717573932,0.0,0.04,0.04,0.11,0.04,0.08,0.0,0.03,0.04,0.11,0.04,0.08,0.0,0.03,0.04,0.11,0.04,0.08,0.0,0.03,0.04,0.11,0.04,0.08,0.0,0.03,0.04,0.11,0.04,0.08,0.0,0.0,66,40
783,37.5,97.5,3054.632160869517,1.072250334829782,1.0,1.072250334829782,False,0,,,,,,0.0,0.0,0.5,1.0,1.072250334829782,0.0,0.03,0.0,0.04,0.0,0.01,0.0,0.04,0.0,0.06,0.0,0.03,0.0,0.04,0.0,0.06,0.0,0.03,0.0,0.04,0.0,0.06,0.0,0.03,0.0,0.04,0.0,0.06,0.0,0.03,0.0,0.0,665,472
784,37.5,102.5,2613.833062462827,1.1565197642211613,1.0,1.1565197642211613,False,0,,,,,,0.0,0.0,0.5,1.0,1.1565197642211613,0.0,0.01,0.0,0.03,0.0,0.02,0.0,0.02,0.0,0.04,0.0,0.03,0.0,0.02,0.0,0.04,0.0,0.03,0.0,0.02,0.0,0.04,0.0,0.03,0.0,0.02,0.0,0.04,0.0,0.03,0.0,0.0,665,762
785,37.5,107.5,2174.8398771303227,1.1593837798859583,1.0,1.1593837798859583,False,0,,,,,,0.0,0.0,0.5,1.0,1.1593837798859583,0.0,0.02,0.0,0.08,0.0,0.07,0.01,0.03,0.01,0.11,0.01,0.09,0.0,0.02,0.01,0.11,0.01,0.09,0.0,0.02,0.01,0.11,0.01,0.09,0.0,0.02,0.01,0.11,0.01,0.09,0.0,0.0,29,40
786,37.5,112.5,1740.6499335794135,1.179746504497825,1.0,1.179746504497825,False,0,,,,,,0.0,0.0,0.5,1.0,1.179746504497825,0.0,0.01,0.01,0.06,0.01,0.05,0.0,0.02,0.01,0.08,0.01,0.07,0.0,0.02,0.02,0.08,0.02,0.07,0.0,0.02,0.02,0.08,0.02,0.07,0.0,0.02,0.02,0.08,0.02,0.07,0.0,0.0,135,221
787,37.5,117.5,1317.726021315574,1.227278537700304,1.0522704451980394,1.2914289332478976,False,0,,,,,,0.0,0.0,0.5,1.0,1.2914289332478976,0.0,0.05,0.01,0.1,0.01,0.06,0.01,0.06,0.04,0.14,0.03,0.1,0.0,0.03,0.07,0.14,0.07,0.12,0.0,0.01,0.09,0.14,0.09,0.13,0.0,0.01,0.09,0.14,0.09,0.13,0.0,0.0,1,6
788,37.5,122.5,923.5212686683252,1.2632839965586653,1.0826739648778025,1.3677246933208465,False,0,,,,,,0.0,0.0,0.5,1.0,1.3677246933208465,0.0,0.01,0.0,0.02,0.0,0.02,0.0,0.02,0.0,0.04,0.0,0.03,0.0,0.01,0.03,0.06,0.03,0.05,0.0,0.0,0.06,0.08,0.06,0.08,0.0,0.0,0.06,0.08,0.06,0.08,0.0,0.0,66,221
789,37.5,127.5,617.7255212720617,1.170256498923404,1.13481251818781,1.3280217244689183,True,253,kur,544.8912196592732,25.18265048502969,20.556943308982902,8.627941395816276,0.9742386547149801,0.34981546598687013,0.5950027499077043,1.0332334312289977,1.2091481378006628,0.01,0.0,0.02,0.03,0.02,0.03,0.0,0.0,0.03,0.03,0.03,0.03,0.0,0.0,0.03,0.03,0.03,0.03,0.0,0.0,0.06,0.06,0.06,0.06,0.0,0.0,0.04,0.04,0.04,0.04,-0.019999999999999997,0.0,526,762
790,37.5,132.5,568.9234633932454,0.9406550641395194,1.0370106034421072,0.9754692756941971,True,8996,"izu,kur,ryu",422.01981128227544,24.975873501985934,7.2955974281314955,10.840135635547899,0.7697012158448479,0.17884101554384707,0.24786129384313985,0.9549072577329955,0.8982383477701233,0.0,0.04,0.0,0.05,0.0,0.02,0.01,0.02,0.04,0.08,0.04,0.07,0.01,0.02,0.02,0.08,0.02,0.07,0.01,0.02,0.03,0.08,0.03,0.07,0.01,0.02,0.02,0.08,0.02,0.07,0.0,0.0,135,221
791,37.5,137.5,824.199494129174,0.9884656718460538,0.9773419757237736,0.9660689926571495,True,13901,"izu,kur,ryu",168.8650138954366,29.21527785084418,12.230929822127152,13.895283249476499,0.356863693931683,0.04837371688582828,0.5465839298970283,1.0022534378362682,0.990693117790844,0.0,0.0,0.0,0.05,0.0,0.05,0.02,0.01,0.04,0.06,0.04,0.05,0.03,0.01,0.04,0.06,0.04,0.05,0.03,0.01,0.04,0.06,0.04,0.05,0.03,0.01,0.04,0.06,0.04,0.05,0.0,0.0,366,472
792,37.5,142.5,1203.153864985906,1.043712501913628,1.0,1.043712501913628,True,7019,"izu,kur",34.7414275938352,13.306878955784557,16.626549177812148,11.86136534154429,0.9521410484476162,0.18587116619735775,0.303568294186483,0.9634890097623053,1.0056055249452995,0.0,0.02,0.0,0.05,0.0,0.03,0.01,0.01,0.01,0.07,0.01,0.06,0.01,0.02,0.01,0.08,0.01,0.07,0.01,0.02,0.01,0.08,0.01,0.07,0.01,0.01,0.01,0.07,0.01,0.06,-0.009999999999999995,-0.01,240,339
793,37.5,147.5,1620.6613019649017,1.049402863381543,1.0,1.049402863381543,False,0,,,,,,0.0,0.0,0.5,1.0,1.049402863381543,0.0,0.02,0.01,0.06,0.01,0.04,0.01,0.02,0.02,0.07,0.02,0.06,0.02,0.03,0.03,0.08,0.03,0.07,0.02,0.03,0.03,0.08,0.03,0.07,0.02,0.03,0.03,0.08,0.03,0.07,0.0,0.0,135,221
794,37.5,152.5,2052.598675222822,1.0391786583217932,1.0205126294515396,1.0604949450738963,False,0,,,,,,0.0,0.0,0.5,1.0,1.0604949450738963,0.0,0.02,0.0,0.07,0.0,0.05,0.0,0.02,0.0,0.08,0.0,0.06,0.02,0.03,0.02,0.09,0.02,0.07,0.02,0.03,0.02,0.09,0.02,0.07,0.02,0.03,0.02,0.09,0.02,0.07,0.0,0.0,135,146
795,37.5,157.5,2490.6382899539003,1.0493055219707368,1.027258686465042,1.0779082122001742,False,0,,,,,,0.0,0.0,0.5,1.0,1.0779082122001742,0.0,0.01,0.01,0.02,0.01,0.01,0.0,0.02,0.01,0.03,0.01,0.01,0.01,0.04,0.01,0.04,0.0,0.01,0.01,0.04,0.01,0.04,0.0,0.01,0.01,0.04,0.01,0.04,0.0,0.01,0.0,0.0,913,762
796,37.5,162.5,2931.1376264454843,0.997876140740265,1.0279184111665542,1.025735257130746,False,0,,,,,,0.0,0.0,0.5,1.0,1.025735257130746,0.0,0.06,0.01,0.09,0.01,0.05,0.0,0.04,0.01,0.11,0.01,0.09,0.0,0.04,0.01,0.11,0.01,0.09,0.0,0.04,0.01,0.11,0.01,0.09,0.0,0.04,0.01,0.11,0.01,0.09,0.0,0.0,29,40
797,37.5,167.5,3372.158944473994,1.0,1.0229854226393564,1.0229854226393564,False,0,,,,,,0.0,0.0,0.5,1.0,1.0229854226393564,0.01,0.04,0.04,0.11,0.04,0.08,0.01,0.02,0.04,0.12,0.04,0.11,0.01,0.02,0.04,0.12,0.04,0.11,0.01,0.02,0.04,0.12,0.04,0.11,0.01,0.02,0.04,0.12,0.04,0.11,0.0,0.0,5,18
798,37.5,172.5,3812.485199428118,1.0,1.0,1.0,False,0,,,,,,0.0,0.0,0.5,1.0,1.0,0.0,0.03,0.0,0.05,0.0,0.02,0.0,0.04,0.01,0.06,0.01,0.03,0.0,0.04,0.01,0.06,0.01,0.03,0.0,0.04,0.01,0.06,0.01,0.03,0.0,0.04,0.01,0.06,0.01,0.03,0.0,0.0,665,472
799,37.5,177.5,4251.234812899869,1.0,1.0,1.0,False,0,,,,,,0.0,0.0,0.5,1.0,1.0,0.0,0.03,0.01,0.06,0.01,0.05,0.0,0.02,0.01,0.08,0.01,0.08,0.0,0.02,0.01,0.08,0.01,0.07,0.0,0.02,0.01,0.08,0.01,0.07,0.0,0.02,0.01,0.08,0.01,0.07,0.0,0.0,135,221
800,42.5,-177.5,4622.861557594579,0.7708364037350798,1.0,0.7708364037350798,False,0,,,,,,0.0,0.0,0.5,1.0,0.7708364037350798,0.0,0.05,0.02,0.1,0.02,0.08,0.0,0.04,0.02,0.11,0.02,0.08,0.0,0.05,0.02,0.11,0.02,0.07,0.0,0.04,0.02,0.11,0.02,0.08,0.0,0.04,0.02,0.11,0.02,0.08,0.0,0.0,66,40
801,42.5,-172.5,5030.883298133822,0.7493987829830185,1.0,0.7493987829830185,False,0,,,,,,0.0,0.0,0.5,1.0,0.7493987829830185,0.0,0.03,0.02,0.08,0.02,0.07,0.0,0.05,0.02,0.11,0.02,0.09,0.0,0.04,0.02,0.1,0.02,0.08,0.0,0.04,0.02,0.1,0.02,0.08,0.0,0.04,0.02,0.1,0.02,0.08,0.0,0.0,66,83
802,42.5,-167.5,5436.3813446845215,0.7484776751333564,1.0,0.7484776751333564,False,0,,,,,,0.0,0.0,0.5,1.0,0.7484776751333564,0.0,0.0,0.01,0.04,0.01,0.04,0.0,0.0,0.01,0.04,0.01,0.04,0.0,0.0,0.01,0.04,0.01,0.04,0.0,0.0,0.01,0.04,0.01,0.04,0.0,0.0,0.01,0.04,0.01,0.04,0.0,0.0,526,762
803,42.5,-162.5,5838.436656038088,0.8147364452141318,1.0,0.8147364452141318,False,0,,,,,,0.0,0.0,0.5,1.0,0.8147364452141318,0.0,0.02,0.02,0.06,0.02,0.04,0.0,0.02,0.02,0.06,0.02,0.04,0.0,0.02,0.02,0.06,0.02,0.04,0.0,0.02,0.02,0.06,0.02,0.04,0.0,0.02,0.02,0.06,0.02,0.04,0.0,0.0,526,472
804,42.5,-157.5,6236.185699108148,0.9936585030465159,1.0,0.9936585030465159,False,0,,,,,,0.0,0.0,0.5,1.0,0.9936585030465159,0.02,0.01,0.03,0.07,0.03,0.06,0.0,0.01,0.03,0.07,0.03,0.06,0.0,0.01,0.03,0.07,0.03,0.06,0.0,0.01,0.03,0.07,0.03,0.06,0.0,0.01,0.03,0.07,0.03,0.06,0.0,0.0,240,339
805,42.5,-152.5,6628.78319190421,1.0,1.0,1.0,False,0,,,,,,0.0,0.0,0.5,1.0,1.0,0.01,0.02,0.02,0.05,0.01,0.04,0.01,0.02,0.02,0.06,0.01,0.04,0.01,0.02,0.02,0.06,0.01,0.04,0.01,0.02,0.02,0.06,0.01,0.04,0.01,0.02,0.02,0.06,0.01,0.04,0.0,0.0,526,472
806,42.5,-147.5,7015.3754399354675,1.0,1.0,1.0,False,0,,,,,,0.0,0.0,0.5,1.0,1.0,0.0,0.02,0.0,0.06,0.0,0.04,0.01,0.03,0.01,0.07,0.01,0.05,0.01,0.03,0.01,0.07,0.01,0.05,0.01,0.03,0.01,0.07,0.01,0.05,0.01,0.03,0.01,0.07,0.01,0.05,0.0,0.0,366,339
807,42.5,-142.5,7395.08014612507,1.0136835613992936,1.0,1.0136835613992936,False,0,,,,,,0.0,0.0,0.5,1.0,1.0136835613992936,0.0,0.03,0.0,0.06,0.0,0.04,0.0,0.03,0.0,0.07,0.0,0.05,0.0,0.03,0.0,0.07,0.0,0.05,0.0,0.03,0.0,0.07,0.0,0.05,0.0,0.03,0.0,0.07,0.0,0.05,0.0,0.0,366,339
808,42.5,-137.5,7766.9703455177605,1.2434660702106024,1.0,1.2434660702106024,False,0,,,,,,0.0,0.0,0.5,1.0,1.2434660702106024,0.01,0.02,0.02,0.08,0.02,0.08,0.02,0.02,0.03,0.08,0.03,0.08,0.02,0.02,0.03,0.08,0.03,0.08,0.02,0.02,0.03,0.08,0.03,0.08,0.02,0.02,0.03,0.08,0.03,0.08,0.0,0.0,66,221
809,42.5,-132.5,8130.061152311215,1.2271590644020736,1.0,1.2271590644020736,False,0,,,,,,0.0,0.0,0.5,1.0,1.2271590644020736,0.0,0.05,0.0,0.1,0.0,0.09,0.01,0.04,0.01,0.1,0.01,0.08,0.01,0.03,0.01,0.1,0.01,0.09,0.01,0.03,0.01,0.1,0.01,0.09,0.01,0.03,0.01,0.1,0.01,0.09,0.0,0.0,29,83
810,42.5,-127.5,8483.298659413573,1.2244811333886574,1.0,1.2244811333886574,True,479,cas,7.037759541514106,5.998030451344268,176.926546281243,6.976923200492012,0.9903466142800867,0.4462443744481296,0.1612501085295293,0.848834766586388,1.0393821570493968,0.0,0.03,0.03,0.09,0.03,0.07,0.0,0.03,0.03,0.1,0.03,0.07,0.0,0.03,0.03,0.1,0.03,0.07,0.0,0.03,0.03,0.1,0.03,0.07,0.0,0.03,0.03,0.1,0.03,0.07,0.0,0.0,135,83
811,42.5,-122.5,8825.550782846647,1.217332784481938,1.0,1.217332784481938,True,9648,cas,74.25030824250634,24.80024293166435,178.86481337853283,13.122361188715693,0.9332017485864431,0.14405181625475716,0.49259537902947664,0.998933350900518,1.2160343175636004,0.0,0.03,0.01,0.06,0.01,0.05,0.0,0.02,0.01,0.06,0.01,0.05,0.0,0.02,0.01,0.06,0.01,0.05,0.0,0.02,0.01,0.06,0.01,0.05,0.0,0.02,0.01,0.06,0.01,0.05,0.0,0.0,366,472
812,42.5,-117.5,9155.600192588476,1.1954393517295627,1.0,1.1954393517295627,True,527,cas,385.03057940806866,56.370602977707186,0.9461624766129573,14.90156102457289,0.8351119304367656,0.11086004789039036,0.826546248044565,1.0362009326966477,1.2387153712444487,0.0,0.02,0.01,0.04,0.01,0.04,0.0,0.01,0.01,0.04,0.01,0.04,0.0,0.0,0.01,0.04,0.01,0.04,0.0,0.0,0.01,0.04,0.01,0.04,0.0,0.0,0.01,0.04,0.01,0.04,0.0,0.0,526,762
813,42.5,-112.5,9472.13976886481,1.1660639943624809,1.0,1.1660639943624809,False,0,,,,,,0.0,0.0,0.5,1.0,1.1660639943624809,0.0,0.02,0.0,0.11,0.0,0.1,0.01,0.03,0.01,0.12,0.01,0.1,0.01,0.03,0.01,0.12,0.01,0.1,0.01,0.03,0.01,0.12,0.01,0.1,0.01,0.03,0.01,0.12,0.01,0.1,0.0,0.0,13,18
814,42.5,-107.5,9773.771290139293,1.05355903624137,1.0,1.05355903624137,False,0,,,,,,0.0,0.0,0.5,1.0,1.05355903624137,0.01,0.04,0.01,0.1,0.01,0.06,0.02,0.05,0.02,0.1,0.02,0.05,0.02,0.06,0.02,0.1,0.02,0.04,0.02,0.06,0.02,0.1,0.02,0.04,0.02,0.05,0.02,0.1,0.02,0.05,0.0,-0.009999999999999995,366,83
815,42.5,-102.5,10059.00829537228,1.0936465033602076,1.0,1.0936465033602076,False,0,,,,,,0.0,0.0,0.5,1.0,1.0936465033602076,0.01,0.03,0.01,0.08,0.01,0.07,0.01,0.04,0.01,0.09,0.01,0.08,0.01,0.04,0.01,0.09,0.01,0.08,0.01,0.04,0.01,0.09,0.01,0.08,0.01,0.04,0.01,0.09,0.01,0.08,0.0,0.0,66,146
816,42.5,-97.5,10326.284247077348,1.2345330006759674,1.0,1.2345330006759674,False,0,,,,,,0.0,0.0,0.5,1.0,1.2345330006759674,0.0,0.04,0.02,0.08,0.02,0.05,0.0,0.03,0.02,0.08,0.02,0.05,0.0,0.03,0.02,0.08,0.02,0.05,0.0,0.03,0.02,0.08,0.02,0.05,0.0,0.03,0.02,0.08,0.02,0.05,0.0,0.0,366,221
817,42.5,-92.5,10573.967211318102,1.305506662250421,1.0,1.305506662250421,False,0,,,,,,0.0,0.0,0.5,1.0,1.305506662250421,0.0,0.02,0.0,0.05,0.0,0.03,0.0,0.04,0.0,0.07,0.0,0.04,0.0,0.04,0.0,0.07,0.0,0.04,0.0,0.04,0.0,0.07,0.0,0.04,0.0,0.04,0.0,0.07,0.0,0.04,0.0,0.0,526,339
818,42.5,-87.5,10800.38220548913,1.313107559070525,1.0,1.313107559070525,False,0,,,,,,0.0,0.0,0.5,1.0,1.313107559070525,0.0,0.03,0.0,0.07,0.0,0.05,0.0,0.04,0.0,0.08,0.0,0.05,0.0,0.04,0.0,0.08,0.0,0.05,0.0,0.04,0.0,0.08,0.0,0.05,0.0,0.04,0.0,0.08,0.0,0.05,0.0,0.0,366,221
819,42.5,-82.5,11003.842072906373,1.2872144507642744,1.0,1.2872144507642744,False,0,,,,,,0.0,0.0,0.5,1.0,1.2872144507642744,0.01,0.02,0.01,0.04,0.01,0.04,0.01,0.02,0.01,0.04,0.01,0.04,0.01,0.01,0.01,0.04,0.01,0.04,0.01,0.02,0.01,0.04,0.01,0.03,0.01,0.02,0.01,0.04,0.01,0.03,0.0,0.0,665,762
820,42.5,-77.5,11182.68715905967,1.276900799673729,1.0,1.276900799673729,False,0,,,,,,0.0,0.0,0.5,1.0,1.276900799673729,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0,913,950
821,42.5,-72.5,11335.333155674389,1.2745328672750145,1.0,1.2745328672750145,False,0,,,,,,0.0,0.0,0.5,1.0,1.2745328672750145,0.0,0.01,0.0,0.03,0.0,0.02,0.0,0.01,0.0,0.03,0.0,0.02,0.0,0.01,0.0,0.03,0.0,0.02,0.0,0.01,0.0,0.03,0.0,0.02,0.0,0.01,0.0,0.03,0.0,0.02,0.0,0.0,818,868
822,42.5,-67.5,11460.325282698366,1.2733607933821998,1.0,1.2733607933821998,False,0,,,,,,0.0,0.0,0.5,1.0,1.2733607933821998,0.0,0.02,0.0,0.04,0.0,0.03,0.0,0.02,0.0,0.04,0.0,0.03,0.0,0.02,0.0,0.04,0.0,0.03,0.0,0.02,0.0,0.04,0.0,0.03,0.0,0.02,0.0,0.04,0.0,0.03,0.0,0.0,665,762
823,42.5,97.5,3102.9568920852644,0.8571301603609905,1.0,0.8571301603609905,False,0,,,,,,0.0,0.0,0.5,1.0,0.8571301603609905,0.0,0.04,0.01,0.06,0.01,0.04,0.0,0.02,0.01,0.08,0.01,0.07,0.0,0.02,0.01,0.08,0.01,0.07,0.0,0.02,0.01,0.08,0.01,0.07,0.0,0.02,0.01,0.08,0.01,0.07,0.0,0.0,135,221
824,42.5,102.5,2702.3289395818783,0.992765238817497,1.0,0.992765238817497,False,0,,,,,,0.0,0.0,0.5,1.0,0.992765238817497,0.0,0.03,0.01,0.08,0.01,0.07,0.01,0.03,0.02,0.1,0.01,0.08,0.01,0.03,0.02,0.1,0.01,0.08,0.01,0.03,0.02,0.1,0.01,0.08,0.01,0.03,0.02,0.1,0.01,0.08,0.0,0.0,66,83
825,42.5,107.5,2311.833304259204,1.1349812751781507,1.0,1.1349812751781507,False,0,,,,,,0.0,0.0,0.5,1.0,1.1349812751781507,0.0,0.01,0.0,0.04,0.0,0.04,0.01,0.01,0.01,0.05,0.01,0.05,0.01,0.02,0.01,0.06,0.01,0.05,0.01,0.02,0.01,0.06,0.01,0.05,0.01,0.02,0.01,0.06,0.01,0.05,0.0,0.0,366,472
826,42.5,112.5,1939.1419965989123,1.218160954978878,1.0,1.218160954978878,False,0,,,,,,0.0,0.0,0.5,1.0,1.218160954978878,0.0,0.0,0.01,0.05,0.01,0.05,0.0,0.01,0.01,0.07,0.01,0.06,0.01,0.01,0.03,0.07,0.03,0.06,0.01,0.01,0.03,0.07,0.03,0.06,0.01,0.01,0.03,0.07,0.03,0.06,0.0,0.0,240,339
827,42.5,117.5,1598.2462482060812,1.2320096803927436,1.0,1.2320096803927436,False,0,,,,,,0.0,0.0,0.5,1.0,1.2320096803927436,0.0,0.01,0.01,0.06,0.01,0.05,0.02,0.01,0.03,0.08,0.03,0.08,0.01,0.01,0.03,0.09,0.03,0.08,0.01,0.01,0.03,0.09,0.03,0.08,0.01,0.01,0.03,0.09,0.03,0.08,0.0,0.0,66,146
828,42.5,122.5,1315.4687006710014,1.1518596608775686,1.0,1.1518596608775686,False,0,,,,,,0.0,0.0,0.5,1.0,1.1518596608775686,0.0,0.03,0.0,0.05,0.0,0.02,0.0,0.04,0.01,0.09,0.01,0.06,0.0,0.03,0.02,0.09,0.02,0.07,0.0,0.03,0.02,0.09,0.02,0.07,0.0,0.03,0.02,0.09,0.02,0.07,0.0,0.0,135,146
829,42.5,127.5,1136.1565261654634,1.0942655343545278,1.0559849762835465,1.1555279643432683,False,0,,,,,,0.0,0.0,0.5,1.0,1.1555279643432683,0.01,0.0,0.02,0.07,0.02,0.07,0.02,0.02,0.06,0.11,0.06,0.09,0.02,0.02,0.06,0.11,0.06,0.09,0.01,0.02,0.06,0.11,0.06,0.09,0.01,0.02,0.06,0.11,0.06,0.09,0.0,0.0,29,40
830,42.5,132.5,1112.1294912110366,1.0054799449733378,1.0,1.0054799449733378,True,9458,kur,459.0848547826581,28.95708658671851,3.5286058912138354,13.70402021220496,0.9629218557705211,0.15088472755164772,0.12864410770369897,0.9439680673661736,0.9491409604319282,0.0,0.01,0.0,0.04,0.0,0.03,0.01,0.01,0.02,0.05,0.02,0.04,0.01,0.02,0.02,0.05,0.01,0.03,0.01,0.02,0.02,0.05,0.01,0.03,0.02,0.02,0.02,0.05,0.01,0.03,0.0,0.0,665,618
831,42.5,137.5,1252.4189730334806,0.8711762239210155,1.0,0.8711762239210155,True,10000,kur,273.602957147647,27.034908853957834,7.781091150586751,14.96781848564243,0.8548379788061133,0.10975101628774153,0.34024121026189413,0.9824663104653433,0.8559012904808098,0.01,0.03,0.01,0.07,0.01,0.06,0.02,0.02,0.03,0.1,0.03,0.09,0.01,0.03,0.02,0.09,0.02,0.08,0.01,0.03,0.02,0.09,0.02,0.08,0.01,0.03,0.02,0.09,0.02,0.08,0.0,0.0,66,146
