cell_id,lat,lon,slab2_covered,slab2_node_count,slab2_regions,slab2_depth_km,slab2_dip_deg,slab2_strike_deg,slab2_uncertainty_km,slab2_strike_coherence,Q_slab,A_slab,G_slab
284,-22.5,-157.5,False,0,,,,,,0.0,0.0,0.5,1.0
285,-22.5,-152.5,False,0,,,,,,0.0,0.0,0.5,1.0
286,-22.5,-147.5,False,0,,,,,,0.0,0.0,0.5,1.0
287,-22.5,-142.5,False,0,,,,,,0.0,0.0,0.5,1.0
288,-22.5,-137.5,False,0,,,,,,0.0,0.0,0.5,1.0
289,-22.5,-132.5,False,0,,,,,,0.0,0.0,0.5,1.0
290,-22.5,-127.5,False,0,,,,,,0.0,0.0,0.5,1.0
291,-22.5,-122.5,False,0,,,,,,0.0,0.0,0.5,1.0
292,-22.5,-117.5,False,0,,,,,,0.0,0.0,0.5,1.0
293,-22.5,-112.5,False,0,,,,,,0.0,0.0,0.5,1.0
294,-22.5,-107.5,False,0,,,,,,0.0,0.0,0.5,1.0
295,-22.5,-102.5,False,0,,,,,,0.0,0.0,0.5,1.0
296,-22.5,-97.5,False,0,,,,,,0.0,0.0,0.5,1.0
297,-22.5,-92.5,False,0,,,,,,0.0,0.0,0.5,1.0
298,-22.5,-87.5,False,0,,,,,,0.0,0.0,0.5,1.0
299,-22.5,-82.5,False,0,,,,,,0.0,0.0,0.5,1.0
300,-22.5,-77.5,False,0,,,,,,0.0,0.0,0.5,1.0
301,-22.5,-72.5,True,2689,sam,20.53276982620058,12.795916098606844,1.2849316644983944,8.804422333124993,0.974734250846758,0.33795065630375876,0.397127319303006,0.9652341100427239
302,-22.5,-67.5,True,10000,sam,140.2384263308632,26.512837697328237,175.20771740555344,24.72202928059798,0.9638128798906861,0.04433607328381865,0.7021808850556887,1.0089639065364164
303,-22.5,97.5,False,0,,,,,,0.0,0.0,0.5,1.0
304,-22.5,102.5,False,0,,,,,,0.0,0.0,0.5,1.0
305,-22.5,107.5,False,0,,,,,,0.0,0.0,0.5,1.0
306,-22.5,112.5,False,0,,,,,,0.0,0.0,0.5,1.0
307,-22.5,117.5,False,0,,,,,,0.0,0.0,0.5,1.0
308,-22.5,122.5,False,0,,,,,,0.0,0.0,0.5,1.0
309,-22.5,127.5,False,0,,,,,,0.0,0.0,0.5,1.0
310,-22.5,132.5,False,0,,,,,,0.0,0.0,0.5,1.0
311,-22.5,137.5,False,0,,,,,,0.0,0.0,0.5,1.0
312,-22.5,142.5,False,0,,,,,,0.0,0.0,0.5,1.0
313,-22.5,147.5,False,0,,,,,,0.0,0.0,0.5,1.0
314,-22.5,152.5,False,0,,,,,,0.0,0.0,0.5,1.0
315,-22.5,157.5,False,0,,,,,,0.0,0.0,0.5,1.0
316,-22.5,162.5,False,0,,,,,,0.0,0.0,0.5,1.0
317,-22.5,167.5,True,1003,van,17.76053861432839,18.338913695633345,147.62372844873028,13.925405462570362,0.9820104265424988,0.13792200717247205,0.07668907934618449,0.9416161081653988
